,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
3352,3435,Mattia Destro,Centre-Forward,22,Genoa,Serie A,AS Roma,Serie A,2013-2014,11.5,4.5,F
3353,3436,Scott Parker,Central Midfield,32,Spurs,Premier League,Fulham,Premier League,2013-2014,6.0,4.5,M
3354,3437,Mevlüt Erdinc,Centre-Forward,26,Stade Rennais,Ligue 1,Saint-Étienne,Ligue 1,2013-2014,6.0,4.5,F
3355,3438,Domenico Berardi,Right Winger,19,Sassuolo,Serie A,Juventus,Serie A,2013-2014,6.0,4.5,F
3356,3439,Michal Kadlec,Left-Back,28,Bay. Leverkusen,1.Bundesliga,Fenerbahce,Süper Lig,2013-2014,5.0,4.5,D
3357,3440,Ilombe Mboyo,Centre-Forward,26,KAA Gent,Jupiler Pro League,KRC Genk,Jupiler Pro League,2013-2014,5.0,4.5,F
3358,3441,Daniel Caligiuri,Right Midfield,25,SC Freiburg,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2013-2014,4.5,4.5,M
3359,3442,Luca Marrone,Defensive Midfield,23,Juventus,Serie A,Sassuolo,Serie A,2013-2014,4.0,4.5,M
3360,3443,Ljubomir Fejsa,Defensive Midfield,25,Olympiacos,Super League,Benfica,Liga NOS,2013-2014,2.5,4.5,M
3361,3444,Ante Rebic,Left Winger,19,RNK Split,1.HNL,Fiorentina,Serie A,2013-2014,1.0,4.5,F
3362,3445,Long Zheng,Left Midfield,25,QD Jonoon,Super League,GZ Evergrande,Super League,2013-2014,0.475,4.5,M
3363,3447,Ignacio Scocco,Centre-Forward,28,Al-Ain FC,UAE Gulf League,Internacional,Série A,2013-2014,2.125,4.25,F
3364,3448,Ragnar Sigurdsson,Centre-Back,27,FC Copenhagen,Superligaen,Krasnodar,Premier Liga,2013-2014,1.75,4.25,D
3365,3449,Luca Cigarini,Defensive Midfield,27,SSC Napoli,Serie A,Atalanta,Serie A,2013-2014,7.5,4.2,M
3366,3450,Pablo Armero,Left-Back,26,Udinese Calcio,Serie A,SSC Napoli,Serie A,2013-2014,9.0,4.0,D
3367,3451,Serdar Tasci,Centre-Back,26,VfB Stuttgart,1.Bundesliga,Spartak Moscow,Premier Liga,2013-2014,9.0,4.0,D
3368,3452,Vladimír Darida,Central Midfield,23,Viktoria Plzen,HET Liga,SC Freiburg,1.Bundesliga,2013-2014,7.5,4.0,M
3369,3453,Michel Bastos,Left Midfield,30,Olympique Lyon,Ligue 1,Al-Ain FC,UAE Gulf League,2013-2014,7.0,4.0,M
3370,3454,Lisandro López,Centre-Back,23,Arsenal FC,Torneo Final,Benfica,Liga NOS,2013-2014,7.0,4.0,D
3371,3455,Nicolas Isimat-Mirin,Centre-Back,21,Valenciennes FC,Ligue 1,Monaco,Ligue 1,2013-2014,4.5,4.0,D
3372,3456,Kike Sola,Centre-Forward,27,CA Osasuna,LaLiga,Athletic Bilbao,LaLiga,2013-2014,4.0,4.0,F
3373,3457,Giannis Fetfatzidis,Right Winger,22,Olympiacos,Super League,Genoa,Serie A,2013-2014,3.25,4.0,F
3374,3458,Joel Robles,Goalkeeper,23,Atlético Madrid,LaLiga,Everton,Premier League,2013-2014,3.0,4.0,G
3375,3459,Henrique,Centre-Back,27,Palmeiras,Serie A,SSC Napoli,Serie A,2013-2014,2.5,4.0,D
3376,3460,Charles Aránguiz,Central Midfield,24,U. de Chile,Primera División,Udinese Calcio,Serie A,2013-2014,2.2,4.0,M
3377,3461,Ilia Maksimov,Central Midfield,26,KS Samara,Premier Liga,Anzhi,Premier Liga,2013-2014,2.0,4.0,M
3378,3462,Jasmin Kurtic,Attacking Midfield,24,US Palermo,Serie B,Sassuolo,Serie A,2013-2014,2.0,4.0,M
3379,3463,Benjamin Mendy,Left-Back,18,AC Le Havre,Ligue 2,Marseille,Ligue 1,2013-2014,2.0,4.0,D
3380,3464,Nicolás López,Centre-Forward,19,AS Roma,Serie A,Udinese Calcio,Serie A,2013-2014,1.7,4.0,F
3381,3465,Oleksandr Volovyk,Centre-Back,27,Metalurh D.,Premier Liga,Shakhtar D.,Premier Liga,2013-2014,1.5,4.0,D
3382,3466,Rodney Strasser,Defensive Midfield,23,AC Milan,Serie A,Genoa,Serie A,2013-2014,1.2,4.0,M
3383,3467,Luis Suárez,Centre-Forward,27,Liverpool,Premier League,FC Barcelona,LaLiga,2014-2015,52.0,81.72,F
3384,3468,James Rodríguez,Attacking Midfield,23,Monaco,Ligue 1,Real Madrid,LaLiga,2014-2015,60.0,75.0,M
3385,3469,Ángel Di María,Right Winger,26,Real Madrid,LaLiga,Man Utd,Premier League,2014-2015,50.0,75.0,F
3386,3470,David Luiz,Centre-Back,27,Chelsea,Premier League,Paris SG,Ligue 1,2014-2015,26.0,49.5,D
3387,3471,Alexis Sánchez,Left Winger,25,FC Barcelona,LaLiga,Arsenal,Premier League,2014-2015,30.0,42.5,F
3388,3472,Diego Costa,Centre-Forward,25,Atlético Madrid,LaLiga,Chelsea,Premier League,2014-2015,35.0,38.0,F
3389,3473,Luke Shaw,Left-Back,18,Southampton,Premier League,Man Utd,Premier League,2014-2015,13.0,37.5,D
3390,3474,Ander Herrera,Central Midfield,24,Athletic Bilbao,LaLiga,Man Utd,Premier League,2014-2015,20.0,36.0,M
3391,3475,Romelu Lukaku,Centre-Forward,21,Chelsea,Premier League,Everton,Premier League,2014-2015,25.0,35.36,F
3392,3476,Cesc Fàbregas,Central Midfield,27,FC Barcelona,LaLiga,Chelsea,Premier League,2014-2015,50.0,33.0,M
3393,3477,Wilfried Bony,Centre-Forward,26,Swansea,Premier League,Man City,Premier League,2014-2015,17.0,32.3,F
3394,3478,André Schürrle,Left Winger,24,Chelsea,Premier League,VfL Wolfsburg,1.Bundesliga,2014-2015,23.0,32.0,F
3395,3479,Juan Cuadrado,Right Winger,26,Fiorentina,Serie A,Chelsea,Premier League,2014-2015,32.0,31.0,F
3396,3480,Adam Lallana,Attacking Midfield,26,Southampton,Premier League,Liverpool,Premier League,2014-2015,7.5,31.0,M
3397,3481,Eliaquim Mangala,Centre-Back,23,FC Porto,Liga NOS,Man City,Premier League,2014-2015,28.0,30.5,D
3398,3482,Antoine Griezmann,Centre-Forward,23,Real Sociedad,LaLiga,Atlético Madrid,LaLiga,2014-2015,30.0,30.0,F
3399,3483,Medhi Benatia,Centre-Back,27,AS Roma,Serie A,Bayern Munich ,1.Bundesliga,2014-2015,28.0,28.0,D
3400,3484,Dejan Lovren,Centre-Back,25,Southampton,Premier League,Liverpool,Premier League,2014-2015,12.0,25.3,D
3401,3485,Toni Kroos,Central Midfield,24,Bayern Munich ,1.Bundesliga,Real Madrid,LaLiga,2014-2015,42.0,25.0,M
3402,3486,Enzo Pérez,Central Midfield,28,Benfica,Liga NOS,Valencia CF,LaLiga,2014-2015,23.0,25.0,M
3403,3487,Lazar Markovic,Right Winger,20,Benfica,Liga NOS,Liverpool,Premier League,2014-2015,10.0,25.0,F
3404,3488,Juan Iturbe,Right Winger,21,Hellas Verona,Serie A,AS Roma,Serie A,2014-2015,20.0,24.5,F
3405,3489,Sadio Mané,Left Winger,22,RB Salzburg,Bundesliga,Southampton,Premier League,2014-2015,7.5,23.0,F
3406,3490,Mario Mandzukic,Left Winger,28,Bayern Munich ,1.Bundesliga,Atlético Madrid,LaLiga,2014-2015,30.0,22.0,F
3407,3491,Calum Chambers,Centre-Back,19,Southampton,Premier League,Arsenal,Premier League,2014-2015,2.0,20.23,D
3408,3492,Mario Balotelli,Centre-Forward,24,AC Milan,Serie A,Liverpool,Premier League,2014-2015,27.0,20.0,F
3409,3493,Danny Welbeck,Centre-Forward,23,Man Utd,Premier League,Arsenal,Premier League,2014-2015,17.0,20.0,F
3410,3494,Filipe Luís,Left-Back,28,Atlético Madrid,LaLiga,Chelsea,Premier League,2014-2015,15.0,20.0,D
3411,3495,Jérémy Mathieu,Centre-Back,30,Valencia CF,LaLiga,FC Barcelona,LaLiga,2014-2015,12.0,20.0,D
3412,3496,Marcos Rojo,Centre-Back,24,Sporting CP,Liga NOS,Man Utd,Premier League,2014-2015,12.0,20.0,D
3413,3497,Álvaro Morata,Centre-Forward,21,Real Madrid,LaLiga,Juventus,Serie A,2014-2015,12.0,20.0,F
3414,3498,Thomas Vermaelen,Centre-Back,28,Arsenal,Premier League,FC Barcelona,LaLiga,2014-2015,15.0,19.0,D
3415,3499,Ciro Immobile,Centre-Forward,24,Torino,Serie A,Bor. Dortmund,1.Bundesliga,2014-2015,18.0,18.5,F
3416,3500,Ivan Rakitic,Central Midfield,26,Sevilla FC,LaLiga,FC Barcelona,LaLiga,2014-2015,20.0,18.0,M
3417,3501,Alberto Moreno,Left-Back,22,Sevilla FC,LaLiga,Liverpool,Premier League,2014-2015,15.0,18.0,D
3418,3502,Daley Blind,Left-Back,24,AFC Ajax,Eredivisie,Man Utd,Premier League,2014-2015,12.0,17.5,D
3419,3503,Javi García,Defensive Midfield,27,Man City,Premier League,Zenit S-Pb,Premier Liga,2014-2015,12.0,16.8,M
3420,3504,Jan Oblak,Goalkeeper,21,Benfica,Liga NOS,Atlético Madrid,LaLiga,2014-2015,4.0,16.0,G
3421,3505,Bernardo Silva,Right Winger,20,Benfica,Liga NOS,Monaco,Ligue 1,2014-2015,3.5,15.75,F
3422,3506,Juan Iturbe,Right Winger,21,FC Porto,Liga NOS,Hellas Verona,Serie A,2014-2015,20.0,15.0,F
3423,3507,Alessio Cerci,Right Winger,27,Torino,Serie A,Atlético Madrid,LaLiga,2014-2015,18.0,15.0,F
3424,3508,Radja Nainggolan,Central Midfield,26,Cagliari Calcio,Serie A,AS Roma,Serie A,2014-2015,18.0,15.0,M
3425,3509,Fernando,Defensive Midfield,26,FC Porto,Liga NOS,Man City,Premier League,2014-2015,17.5,15.0,M
3426,3510,Éverton Ribeiro,Attacking Midfield,25,Cruzeiro,Serie A,Al-Ahli (UAE),UAE Gulf League,2014-2015,17.0,15.0,M
3427,3511,Ricardo Goulart,Second Striker,23,Cruzeiro,Serie A,GZ Evergrande,Super League,2014-2015,11.0,15.0,F
3428,3512,Mathieu Debuchy,Right-Back,28,Newcastle,Premier League,Arsenal,Premier League,2014-2015,10.0,15.0,D
3429,3513,Gabriel Paulista,Centre-Back,24,Villarreal CF,LaLiga,Arsenal,Premier League,2014-2015,8.0,15.0,D
3430,3514,Enner Valencia,Centre-Forward,24,CF Pachuca,Liga MX Clausura,West Ham,Premier League,2014-2015,1.6,15.0,F
3431,3515,Shane Long,Centre-Forward,27,Hull City,Premier League,Southampton,Premier League,2014-2015,6.0,14.9,F
3432,3516,Hakan Calhanoglu,Left Winger,20,Hamburger SV,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2014-2015,7.0,14.5,F
3433,3517,Seydou Doumbia,Centre-Forward,27,CSKA Moscow,Premier Liga,AS Roma,Serie A,2014-2015,25.0,14.4,F
3434,3518,Dusan Tadic,Attacking Midfield,25,FC Twente,Eredivisie,Southampton,Premier League,2014-2015,10.0,14.0,M
3435,3519,Ryan Bertrand,Left-Back,25,Chelsea,Premier League,Southampton,Premier League,2014-2015,6.0,13.34,D
3436,3520,Loïc Rémy,Centre-Forward,27,QPR,Premier League,Chelsea,Premier League,2014-2015,12.0,13.2,F
3437,3521,Lucas Silva,Central Midfield,21,Cruzeiro,Serie A,Real Madrid,LaLiga,2014-2015,12.0,13.0,M
3438,3522,Aymen Abdennour,Centre-Back,24,Toulouse,Ligue 1,Monaco,Ligue 1,2014-2015,6.0,13.0,D
3439,3523,Konstantinos Manolas,Centre-Back,23,Olympiacos,Super League,AS Roma,Serie A,2014-2015,6.0,13.0,D
3440,3524,Ben Davies,Left-Back,21,Swansea,Premier League,Spurs,Premier League,2014-2015,5.5,12.65,D
3441,3525,Brown Ideye,Centre-Forward,25,Dynamo Kyiv,Premier Liga,West Brom,Premier League,2014-2015,7.0,12.63,F
3442,3526,Divock Origi,Centre-Forward,19,LOSC Lille,Ligue 1,Liverpool,Premier League,2014-2015,1.0,12.63,F
3443,3527,Jack Rodwell,Defensive Midfield,23,Man City,Premier League,Sunderland,Premier League,2014-2015,12.0,12.6,M
3444,3528,Manolo Gabbiadini,Centre-Forward,23,Sampdoria,Serie A,SSC Napoli,Serie A,2014-2015,12.0,12.5,F
3445,3529,Fraser Forster,Goalkeeper,26,Celtic,Premiership,Southampton,Premier League,2014-2015,4.5,12.5,G
3446,3530,Marc-André ter Stegen,Goalkeeper,22,Bor. M'gladbach,1.Bundesliga,FC Barcelona,LaLiga,2014-2015,20.0,12.0,G
3447,3531,Nicolás Otamendi,Centre-Back,26,FC Porto,Liga NOS,Valencia CF,LaLiga,2014-2015,12.0,12.0,D
3448,3532,Kevin Kampl,Central Midfield,24,RB Salzburg,Bundesliga,Bor. Dortmund,1.Bundesliga,2014-2015,9.0,12.0,M
3449,3533,Emre Can,Defensive Midfield,20,Bay. Leverkusen,1.Bundesliga,Liverpool,Premier League,2014-2015,7.5,12.0,M
3450,3534,Abel Hernández,Centre-Forward,24,US Palermo,Serie A,Hull City,Premier League,2014-2015,5.0,12.0,F
3451,3535,Claudio Bravo,Goalkeeper,31,Real Sociedad,LaLiga,FC Barcelona,LaLiga,2014-2015,4.0,12.0,G
3452,3536,Ross McCormack,Second Striker,27,Leeds,Championship,Fulham,Championship,2014-2015,2.6,11.8,F
3453,3537,Quincy Promes,Left Winger,22,FC Twente,Eredivisie,Spartak Moscow,Premier Liga,2014-2015,3.0,11.5,F
3454,3538,Vincent Aboubakar,Centre-Forward,22,FC Lorient,Ligue 1,FC Porto,Liga NOS,2014-2015,5.5,11.2,F
3455,3539,Alan,Centre-Forward,25,RB Salzburg,Bundesliga,GZ Evergrande,Super League,2014-2015,4.0,11.1,F
3456,3540,Adrián López,Second Striker,26,Atlético Madrid,LaLiga,FC Porto,Liga NOS,2014-2015,8.0,11.0,F
3457,3541,Graziano Pellè,Centre-Forward,29,Feyenoord,Eredivisie,Southampton,Premier League,2014-2015,6.5,11.0,F
3458,3542,Steven Caulker,Centre-Back,22,Cardiff,Championship,QPR,Premier League,2014-2015,7.5,10.75,D
3459,3543,Raúl Jiménez,Centre-Forward,23,América,Liga MX Clausura,Atlético Madrid,LaLiga,2014-2015,10.0,10.5,F
3460,3544,Gylfi Sigurdsson,Attacking Midfield,24,Spurs,Premier League,Swansea,Premier League,2014-2015,8.0,10.1,M
3461,3545,Leonardo Ulloa,Centre-Forward,28,Brighton,Championship,Leicester,Premier League,2014-2015,2.0,10.1,F
3462,3546,Matthias Ginter,Centre-Back,20,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2014-2015,12.0,10.0,D
3463,3547,Rémy Cabella,Attacking Midfield,24,Montpellier,Ligue 1,Newcastle,Premier League,2014-2015,10.0,10.0,M
3464,3548,Keylor Navas,Goalkeeper,27,Levante UD,LaLiga,Real Madrid,LaLiga,2014-2015,10.0,10.0,G
3465,3549,Leroy Fer,Central Midfield,24,Norwich,Championship,QPR,Premier League,2014-2015,8.5,10.0,M
3466,3550,Guilherme Siqueira,Left-Back,28,Granada CF,LaLiga,Atlético Madrid,LaLiga,2014-2015,8.0,10.0,D
3467,3551,Federico Fazio,Centre-Back,27,Sevilla FC,LaLiga,Spurs,Premier League,2014-2015,8.0,10.0,D
3468,3552,Federico Fernández,Centre-Back,25,SSC Napoli,Serie A,Swansea,Premier League,2014-2015,5.0,10.0,D
3469,3553,Juan Bernat,Left-Back,21,Valencia CF,LaLiga,Bayern Munich ,1.Bundesliga,2014-2015,4.0,10.0,D
3470,3554,Andreas Samaris,Defensive Midfield,25,Olympiacos,Super League,Benfica,Liga NOS,2014-2015,2.5,10.0,M
3471,3555,Carlos Muñoz,Centre-Forward,25,Baniyas SC,UAE Gulf League,Al-Ahli (UAE),UAE Gulf League,2014-2015,0.9,9.8,F
3472,3556,Adrián Ramos,Centre-Forward,28,Hertha BSC,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2014-2015,11.0,9.7,F
3473,3557,Stefano Sturaro,Central Midfield,21,Genoa,Serie A,Juventus,Serie A,2014-2015,3.5,9.6,M
3474,3558,Wallace,Centre-Back,19,Cruzeiro,Serie A,Braga,Liga NOS,2014-2015,0.1,9.5,D
3475,3559,Xabi Alonso,Defensive Midfield,32,Real Madrid,LaLiga,Bayern Munich ,1.Bundesliga,2014-2015,8.0,9.0,M
3476,3560,Yann Sommer,Goalkeeper,25,FC Basel,Super League,Bor. M'gladbach,1.Bundesliga,2014-2015,8.0,9.0,G
3477,3561,Andrej Kramaric,Centre-Forward,23,HNK Rijeka,1.HNL,Leicester,Premier League,2014-2015,4.5,9.0,F
3478,3562,Darwin Quintero,Right Winger,27,Santos Laguna,Liga MX Clausura,América,Liga MX Clausura,2014-2015,3.0,9.0,F
3479,3563,James McArthur,Central Midfield,26,Wigan,Championship,Crystal Palace,Premier League,2014-2015,3.0,8.8,M
3480,3564,Siem de Jong,Attacking Midfield,25,AFC Ajax,Eredivisie,Newcastle,Premier League,2014-2015,10.0,8.7,M
3481,3565,Pierre-Michel Lasogga,Centre-Forward,22,Hertha BSC,1.Bundesliga,Hamburger SV,1.Bundesliga,2014-2015,9.0,8.5,F
3482,3566,Joaquín Correa,Left Winger,20,Estudiantes,Primera División,Sampdoria,Serie A,2014-2015,8.0,8.4,F
3483,3567,Ciro Immobile,Centre-Forward,24,Juventus,Serie A,Torino,Serie A,2014-2015,18.0,8.0,F
3484,3568,Shinji Kagawa,Attacking Midfield,25,Man Utd,Premier League,Bor. Dortmund,1.Bundesliga,2014-2015,15.0,8.0,M
3485,3569,Gary Medel,Defensive Midfield,27,Cardiff,Championship,Inter,Serie A,2014-2015,11.0,8.0,M
3486,3570,Alfred Finnbogason,Centre-Forward,25,Heerenveen,Eredivisie,Real Sociedad,LaLiga,2014-2015,9.0,8.0,F
3487,3571,Paulinho,Centre-Forward,28,AS Livorno,Serie B,Al Arabi,Stars League,2014-2015,8.5,8.0,F
3488,3572,Marlos,Right Winger,26,Metalist,Premier Liga,Shakhtar D.,Premier Liga,2014-2015,7.0,8.0,F
3489,3573,Shkodran Mustafi,Centre-Back,22,Sampdoria,Serie A,Valencia CF,LaLiga,2014-2015,7.0,8.0,D
3490,3574,Imoh Ezekiel,Centre-Forward,20,Standard Liège,Jupiler Pro League,Al Arabi,Stars League,2014-2015,5.0,8.0,F
3491,3575,Willy Caballero,Goalkeeper,32,Málaga CF,LaLiga,Man City,Premier League,2014-2015,5.0,8.0,G
3492,3576,Charles Aránguiz,Central Midfield,25,Udinese Calcio,Serie A,Internacional,Série A,2014-2015,3.0,8.0,M
3493,3577,Odion Ighalo,Centre-Forward,25,Udinese Calcio,Serie A,Watford,Championship,2014-2015,2.0,8.0,F
3494,3578,Tiemoué Bakayoko,Defensive Midfield,19,Stade Rennais,Ligue 1,Monaco,Ligue 1,2014-2015,1.25,8.0,M
3495,3579,Kalidou Koulibaly,Centre-Back,23,KRC Genk,Jupiler Pro League,SSC Napoli,Serie A,2014-2015,6.5,7.75,D
3496,3580,Bruno Martins Indi,Centre-Back,22,Feyenoord,Eredivisie,FC Porto,Liga NOS,2014-2015,6.0,7.7,D
3497,3581,Jordon Mutch,Central Midfield,22,Cardiff,Championship,QPR,Premier League,2014-2015,3.0,7.57,M
3498,3582,Sandro,Defensive Midfield,25,Spurs,Premier League,QPR,Premier League,2014-2015,11.0,7.5,M
3499,3583,Cheikhou Kouyaté,Defensive Midfield,24,RSC Anderlecht,Jupiler Pro League,West Ham,Premier League,2014-2015,7.0,7.5,M
3500,3584,Manuel Lanzini,Attacking Midfield,21,River Plate,Torneo Inicial,Al-Jazira,UAE Gulf League,2014-2015,6.0,7.5,M
3501,3585,Robert Snodgrass,Right Winger,26,Norwich,Championship,Hull City,Premier League,2014-2015,5.5,7.5,F
3502,3586,Ángel Correa,Right Winger,19,San Lorenzo,Torneo Inicial,Atlético Madrid,LaLiga,2014-2015,5.0,7.5,F
3503,3587,Romarinho,Centre-Forward,23,Corinthians,Serie A,El-Jaish,Stars League,2014-2015,2.0,7.5,F
3504,3588,Mapou Yanga-Mbiwa,Centre-Back,25,Newcastle,Premier League,AS Roma,Serie A,2014-2015,6.0,7.35,D
3505,3589,Maxime Lestienne,Left Winger,22,Club Brugge,Jupiler Pro League,Al Arabi,Stars League,2014-2015,10.0,7.3,F
3506,3590,Mathieu Valbuena,Left Winger,29,Marseille,Ligue 1,Dinamo Moscow,Premier Liga,2014-2015,14.0,7.0,F
3507,3591,Nuri Sahin,Defensive Midfield,25,Real Madrid,LaLiga,Bor. Dortmund,1.Bundesliga,2014-2015,12.0,7.0,M
3508,3592,Giacomo Bonaventura,Central Midfield,25,Atalanta,Serie A,AC Milan,Serie A,2014-2015,10.0,7.0,M
3509,3593,Tin Jedvaj,Centre-Back,19,AS Roma,Serie A,Bay. Leverkusen,1.Bundesliga,2014-2015,6.5,7.0,D
3510,3594,Stefan de Vrij,Centre-Back,22,Feyenoord,Eredivisie,Lazio,Serie A,2014-2015,6.0,7.0,D
3511,3595,Omer Damari,Centre-Forward,25,Austria Vienna,Bundesliga,RB Leipzig,2.Bundesliga,2014-2015,2.5,7.0,F
3512,3596,Jake Livermore,Defensive Midfield,24,Spurs,Premier League,Hull City,Premier League,2014-2015,2.5,7.0,M
3513,3597,Daley Sinkgraven,Left-Back,19,Heerenveen,Eredivisie,AFC Ajax,Eredivisie,2014-2015,1.5,7.0,D
3514,3598,Majeed Waris,Centre-Forward,22,Spartak Moscow,Premier Liga,Trabzonspor,Süper Lig,2014-2015,2.5,6.9,F
3515,3599,Britt Assombalonga,Centre-Forward,21,Peterborough,League One,Nottm Forest,Championship,2014-2015,1.0,6.9,F
3516,3600,Josip Drmic,Centre-Forward,21,1.FC Nuremberg,2.Bundesliga,Bay. Leverkusen,1.Bundesliga,2014-2015,10.0,6.8,F
3517,3601,Florin Gardos,Centre-Back,25,FCS Bucharest,Liga 1,Southampton,Premier League,2014-2015,6.0,6.8,D
3518,3602,Dele Alli,Attacking Midfield,18,MK Dons,League One,Spurs,Premier League,2014-2015,2.0,6.63,M
3519,3603,Kyle Naughton,Right-Back,26,Spurs,Premier League,Swansea,Premier League,2014-2015,5.0,6.6,D
3520,3604,Darío Benedetto,Centre-Forward,24,Club Tijuana,Liga MX Clausura,América,Liga MX Clausura,2014-2015,1.8,6.6,F
3521,3605,Marko Livaja,Centre-Forward,20,Atalanta,Serie A,Rubin Kazan,Premier Liga,2014-2015,5.0,6.5,F
3522,3606,Yacine Brahimi,Left Winger,24,Granada CF,LaLiga,FC Porto,Liga NOS,2014-2015,4.0,6.5,F
3523,3607,Wendell,Left-Back,20,Grêmio,Serie A,Bay. Leverkusen,1.Bundesliga,2014-2015,3.0,6.5,D
3524,3608,Callum McManaman,Right Winger,23,Wigan,Championship,West Brom,Premier League,2014-2015,3.0,6.35,F
3525,3609,Jordon Mutch,Central Midfield,23,QPR,Premier League,Crystal Palace,Premier League,2014-2015,6.0,6.34,M
3526,3610,Emmanuel Rivière,Centre-Forward,24,Monaco,Ligue 1,Newcastle,Premier League,2014-2015,5.0,6.32,F
3527,3611,Mirko Vucinic,Second Striker,30,Juventus,Serie A,Al-Jazira,UAE Gulf League,2014-2015,9.0,6.3,F
3528,3612,Bruno Ecuele Manga,Centre-Back,26,FC Lorient,Ligue 1,Cardiff,Championship,2014-2015,5.0,6.3,D
3529,3613,Ashkan Dejagah,Right Winger,28,Fulham,Championship,Al Arabi,Stars League,2014-2015,3.0,6.3,F
3530,3614,Antonio Sanabria,Centre-Forward,18,Sassuolo,Serie A,AS Roma,Serie A,2014-2015,4.5,6.2,F
3531,3615,Ezequiel Garay,Centre-Back,27,Benfica,Liga NOS,Zenit S-Pb,Premier Liga,2014-2015,20.0,6.0,D
3532,3616,Valon Behrami,Defensive Midfield,29,SSC Napoli,Serie A,Hamburger SV,1.Bundesliga,2014-2015,12.0,6.0,M
3533,3617,Demba Ba,Centre-Forward,29,Chelsea,Premier League,Besiktas,Süper Lig,2014-2015,11.0,6.0,F
3534,3618,Jonathan de Guzmán,Central Midfield,26,Villarreal CF,LaLiga,SSC Napoli,Serie A,2014-2015,10.0,6.0,M
3535,3619,Giuliano,Attacking Midfield,24,Dnipro,Premier Liga,Grêmio,Série A,2014-2015,8.0,6.0,M
3536,3620,Michy Batshuayi,Centre-Forward,20,Standard Liège,Jupiler Pro League,Marseille,Ligue 1,2014-2015,8.0,6.0,F
3537,3621,Ádám Szalai,Centre-Forward,26,FC Schalke 04,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2014-2015,7.0,6.0,F
3538,3622,Roberto,Goalkeeper,28,Atlético Madrid,LaLiga,Olympiacos,Super League,2014-2015,6.0,6.0,G
3539,3623,William Vainqueur,Defensive Midfield,25,Standard Liège,Jupiler Pro League,Dinamo Moscow,Premier Liga,2014-2015,6.0,6.0,M
3540,3624,Steven Defour,Central Midfield,26,FC Porto,Liga NOS,RSC Anderlecht,Jupiler Pro League,2014-2015,6.0,6.0,M
3541,3625,Admir Mehmedi,Second Striker,23,Dynamo Kyiv,Premier Liga,SC Freiburg,1.Bundesliga,2014-2015,5.5,6.0,F
3542,3626,Oussama Assaidi,Left Winger,26,Liverpool,Premier League,Al-Ahli (UAE),UAE Gulf League,2014-2015,5.0,6.0,F
3543,3627,Dorlan Pabón,Second Striker,26,Valencia CF,LaLiga,Monterrey,Liga MX Clausura,2014-2015,5.0,6.0,F
3544,3628,Daryl Janmaat,Right-Back,25,Feyenoord,Eredivisie,Newcastle,Premier League,2014-2015,5.0,6.0,D
3545,3629,Carlos Sánchez,Defensive Midfield,28,Elche CF,LaLiga,Aston Villa,Premier League,2014-2015,4.0,6.0,M
3546,3630,Vitorino Antunes,Left-Back,27,Málaga CF,LaLiga,Dynamo Kyiv,Premier Liga,2014-2015,3.0,6.0,D
3547,3631,Filip Kostic,Left Winger,21,FC Groningen,Eredivisie,VfB Stuttgart,1.Bundesliga,2014-2015,2.5,6.0,F
3548,3632,Roman Eremenko,Attacking Midfield,27,Rubin Kazan,Premier Liga,CSKA Moscow,Premier Liga,2014-2015,13.0,5.9,M
3549,3633,Benjamin Stambouli,Centre-Back,24,Montpellier,Ligue 1,Spurs,Premier League,2014-2015,5.0,5.9,D
3550,3634,Muriqui,Left Winger,28,GZ Evergrande,Super League,Al Sadd,Stars League,2014-2015,3.5,5.9,F
3551,3635,Ishak Belfodil,Second Striker,22,Inter,Serie A,Parma,Serie A,2014-2015,7.0,5.75,F
3552,3636,Eric Bailly,Centre-Back,20,Espanyol,LaLiga,Villarreal CF,LaLiga,2014-2015,1.0,5.7,D
3553,3637,Michel Vorm,Goalkeeper,30,Swansea,Premier League,Spurs,Premier League,2014-2015,7.0,5.69,G
3554,3638,Hai Yu,Left-Back,27,BJ Renhe,Super League,SIPG,Super League,2014-2015,0.6,5.6,D
3555,3639,Luciano Vietto,Centre-Forward,20,Racing Club,Torneo Inicial,Villarreal CF,LaLiga,2014-2015,8.5,5.5,F
3556,3640,Sime Vrsaljko,Right-Back,22,Genoa,Serie A,Sassuolo,Serie A,2014-2015,7.5,5.5,D
3557,3641,Oliver Baumann,Goalkeeper,24,SC Freiburg,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2014-2015,7.0,5.5,G
3558,3642,Rickie Lambert,Centre-Forward,32,Southampton,Premier League,Liverpool,Premier League,2014-2015,5.0,5.5,F
3559,3643,Alberto Gilardino,Centre-Forward,32,Genoa,Serie A,GZ Evergrande,Super League,2014-2015,5.0,5.5,F
3560,3644,Luuk de Jong,Centre-Forward,23,Bor. M'gladbach,1.Bundesliga,PSV Eindhoven,Eredivisie,2014-2015,5.0,5.5,F
